row,age,username,freq,services,netflix,amazon,Showtime,youtube,fuboTV,Crackle,Discovery+,CBS All Access,Rent or Buy,Apple TV+,hulu,Philo,FOX,PlutoTV,HBO MAX,Starz,Disney+,IMDb TV,FX,Tubi,NBC,Peacock
7487,58,lan_ledbetter,1-DAILY,{'hulu': 1},,,,,,,,,,,1.0,,,,,,,,,,,
7489,51,jan_matos,2-FEW_TIMES_WEEK,"{'hulu': 1, 'netflix': 1}",1.0,,,,,,,,,,1.0,,,,,,,,,,,
7490,73,carmella_whyte,3-FEWER_THREE_PER_MONTH,"{'Apple TV+': 1, 'FX': 1, 'Philo': 1}",,,,,,,,,,1.0,,1.0,,,,,,,1.0,,,
7491,33,precious_mccutcheon,2-FEW_TIMES_WEEK,"{'Discovery+': 1, 'netflix': 1, 'youtube': 1}",1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,
7492,35,luisa_noe,2-FEW_TIMES_WEEK,{'Showtime': 1},,,1.0,,,,,,,,,,,,,,,,,,,
7493,72,benny_bennett,2-FEW_TIMES_WEEK,"{'netflix': 1, 'youtube': 1}",1.0,,,1.0,,,,,,,,,,,,,,,,,,
7494,55,max_thomason,2-FEW_TIMES_WEEK,"{'netflix': 1, 'amazon': 1}",1.0,1.0,,,,,,,,,,,,,,,,,,,,
7495,61,myron_houston,1-DAILY,{'fuboTV': 1},,,,,1.0,,,,,,,,,,,,,,,,,
7496,42,gary_mccune,1-DAILY,"{'youtube': 1, 'hulu': 1}",,,,1.0,,,,,,,1.0,,,,,,,,,,,
7497,51,lolita_haddad,3-FEWER_THREE_PER_MONTH,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
7498,41,conrad_harless,1-DAILY,"{'youtube': 1, 'Showtime': 1}",,,1.0,1.0,,,,,,,,,,,,,,,,,,
7499,48,wyatt_levi,3-FEWER_THREE_PER_MONTH,"{'netflix': 1, 'CBS All Access': 1}",1.0,,,,,,,1.0,,,,,,,,,,,,,,
7500,62,henrietta_burchett,3-FEWER_THREE_PER_MONTH,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
7501,27,laverne_reis,3-FEWER_THREE_PER_MONTH,"{'youtube': 1, 'IMDb TV': 1, 'netflix': 1}",1.0,,,1.0,,,,,,,,,,,,,,1.0,,,,
7502,33,alexis_beverly,2-FEW_TIMES_WEEK,"{'hulu': 1, 'netflix': 1}",1.0,,,,,,,,,,1.0,,,,,,,,,,,
7503,33,agustin_medlin,1-DAILY,"{'youtube': 1, 'Discovery+': 1, 'amazon': 1}",,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,
7505,69,silvia_alford,2-FEW_TIMES_WEEK,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
7506,49,lindsey_layman,2-FEW_TIMES_WEEK,"{'netflix': 1, 'hulu': 1}",1.0,,,,,,,,,,1.0,,,,,,,,,,,
7507,69,windy_fairchild,2-FEW_TIMES_WEEK,{'amazon': 1},,1.0,,,,,,,,,,,,,,,,,,,,
7508,23,yvonne_gilliam,3-FEWER_THREE_PER_MONTH,{'hulu': 1},,,,,,,,,,,1.0,,,,,,,,,,,
7510,73,kenton_bowers,3-FEWER_THREE_PER_MONTH,{'Crackle': 1},,,,,,1.0,,,,,,,,,,,,,,,,
7513,48,alexander_herzog,2-FEW_TIMES_WEEK,{'hulu': 1},,,,,,,,,,,1.0,,,,,,,,,,,
7514,53,cornell_stull,1-DAILY,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
7515,23,linwood_cornell,1-DAILY,{'youtube': 1},,,,1.0,,,,,,,,,,,,,,,,,,
7516,46,robbin_marcotte,3-FEWER_THREE_PER_MONTH,{'CBS All Access': 1},,,,,,,,1.0,,,,,,,,,,,,,,
7518,36,chet_fusco,2-FEW_TIMES_WEEK,"{'Crackle': 1, 'fuboTV': 1}",,,,,1.0,1.0,,,,,,,,,,,,,,,,
7519,29,booker_whitaker,1-DAILY,"{'Showtime': 1, 'youtube': 1, 'netflix': 1}",1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,
7520,30,ward_boswell,2-FEW_TIMES_WEEK,"{'netflix': 1, 'hulu': 1}",1.0,,,,,,,,,,1.0,,,,,,,,,,,
7521,25,paulette_darnell,2-FEW_TIMES_WEEK,"{'netflix': 1, 'HBO MAX': 1}",1.0,,,,,,,,,,,,,,1.0,,,,,,,
7522,34,deanne_fulton,2-FEW_TIMES_WEEK,"{'netflix': 1, 'Showtime': 1, 'HBO MAX': 1}",1.0,,1.0,,,,,,,,,,,,1.0,,,,,,,
7523,19,garry_chen,2-FEW_TIMES_WEEK,"{'hulu': 1, 'youtube': 1, 'Showtime': 1}",,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,
7524,29,tena_taber,1-DAILY,{'CBS All Access': 1},,,,,,,,1.0,,,,,,,,,,,,,,
7525,32,willard_giron,2-FEW_TIMES_WEEK,"{'youtube': 1, 'netflix': 1}",1.0,,,1.0,,,,,,,,,,,,,,,,,,
7526,66,neva_menendez,2-FEW_TIMES_WEEK,{'youtube': 1},,,,1.0,,,,,,,,,,,,,,,,,,
7527,18,petra_blair,1-DAILY,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
7528,65,niki_whiting,3-FEWER_THREE_PER_MONTH,{'hulu': 1},,,,,,,,,,,1.0,,,,,,,,,,,
7529,61,athena_fitch,3-FEWER_THREE_PER_MONTH,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
7530,75,maudie_barbour,3-FEWER_THREE_PER_MONTH,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
7531,50,katy_cottle,2-FEW_TIMES_WEEK,"{'amazon': 1, 'netflix': 1}",1.0,1.0,,,,,,,,,,,,,,,,,,,,
7532,79,sofia_low,2-FEW_TIMES_WEEK,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
7533,78,brad_vernon,2-FEW_TIMES_WEEK,"{'hulu': 1, 'HBO MAX': 1, 'netflix': 1}",1.0,,,,,,,,,,1.0,,,,1.0,,,,,,,
7534,74,kate_henke,2-FEW_TIMES_WEEK,"{'Philo': 1, 'youtube': 1}",,,,1.0,,,,,,,,1.0,,,,,,,,,,
7536,34,tami_nelms,2-FEW_TIMES_WEEK,"{'Starz': 1, 'hulu': 1, 'amazon': 1}",,1.0,,,,,,,,,1.0,,,,,1.0,,,,,,
7537,48,danial_waldrop,2-FEW_TIMES_WEEK,{'fuboTV': 1},,,,,1.0,,,,,,,,,,,,,,,,,
7538,64,pamela_hubbard,2-FEW_TIMES_WEEK,{'hulu': 1},,,,,,,,,,,1.0,,,,,,,,,,,
7539,68,gertrude_prater,1-DAILY,{'Starz': 1},,,,,,,,,,,,,,,,1.0,,,,,,
7540,60,jarred_linkous,1-DAILY,{'hulu': 1},,,,,,,,,,,1.0,,,,,,,,,,,
7541,35,charmaine_negrete,2-FEW_TIMES_WEEK,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
7542,38,colby_rousseau,2-FEW_TIMES_WEEK,{'Peacock': 1},,,,,,,,,,,,,,,,,,,,,,1.0
7543,77,cathryn_keefe,1-DAILY,{'hulu': 1},,,,,,,,,,,1.0,,,,,,,,,,,
7544,71,sheri_mcknight,1-DAILY,"{'amazon': 1, 'netflix': 1}",1.0,1.0,,,,,,,,,,,,,,,,,,,,
7545,31,amparo_greer,3-FEWER_THREE_PER_MONTH,{'FOX': 1},,,,,,,,,,,,,1.0,,,,,,,,,
7546,37,dona_marble,2-FEW_TIMES_WEEK,"{'youtube': 1, 'netflix': 1}",1.0,,,1.0,,,,,,,,,,,,,,,,,,
7547,18,verla_livingston,2-FEW_TIMES_WEEK,"{'hulu': 1, 'amazon': 1}",,1.0,,,,,,,,,1.0,,,,,,,,,,,
7548,46,titus_song,1-DAILY,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
7549,71,brian_rohde,1-DAILY,"{'netflix': 1, 'youtube': 1}",1.0,,,1.0,,,,,,,,,,,,,,,,,,
7550,74,jan_keefer,2-FEW_TIMES_WEEK,{'hulu': 1},,,,,,,,,,,1.0,,,,,,,,,,,
7551,54,arnoldo_mcfall,2-FEW_TIMES_WEEK,"{'Discovery+': 1, 'netflix': 1}",1.0,,,,,,1.0,,,,,,,,,,,,,,,
7552,77,jarred_toro,3-FEWER_THREE_PER_MONTH,"{'netflix': 1, 'amazon': 1}",1.0,1.0,,,,,,,,,,,,,,,,,,,,
7553,65,aline_croft,2-FEW_TIMES_WEEK,{'Philo': 1},,,,,,,,,,,,1.0,,,,,,,,,,
7554,50,belva_denham,2-FEW_TIMES_WEEK,"{'hulu': 1, 'netflix': 1}",1.0,,,,,,,,,,1.0,,,,,,,,,,,
7555,62,erick_medlin,2-FEW_TIMES_WEEK,{'amazon': 1},,1.0,,,,,,,,,,,,,,,,,,,,
7556,19,iva_poole,1-DAILY,"{'hulu': 1, 'netflix': 1}",1.0,,,,,,,,,,1.0,,,,,,,,,,,
7557,74,jordan_hodgson,3-FEWER_THREE_PER_MONTH,"{'hulu': 1, 'HBO MAX': 1}",,,,,,,,,,,1.0,,,,1.0,,,,,,,
7558,61,franklyn_sapp,1-DAILY,"{'youtube': 1, 'Showtime': 1}",,,1.0,1.0,,,,,,,,,,,,,,,,,,
7559,41,floyd_greenberg,2-FEW_TIMES_WEEK,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
7560,57,jordan_gaylord,3-FEWER_THREE_PER_MONTH,{'fuboTV': 1},,,,,1.0,,,,,,,,,,,,,,,,,
7561,43,araceli_dietz,1-DAILY,"{'netflix': 1, 'youtube': 1}",1.0,,,1.0,,,,,,,,,,,,,,,,,,
7562,23,faith_quintero,1-DAILY,"{'netflix': 1, 'FOX': 1, 'CBS All Access': 1}",1.0,,,,,,,1.0,,,,,1.0,,,,,,,,,
7563,72,nathaniel_bauman,3-FEWER_THREE_PER_MONTH,"{'hulu': 1, 'HBO MAX': 1, 'Disney+': 1}",,,,,,,,,,,1.0,,,,1.0,,1.0,,,,,
7564,23,anton_angel,1-DAILY,"{'Starz': 1, 'Discovery+': 1}",,,,,,,1.0,,,,,,,,,1.0,,,,,,
7565,59,bruce_hargett,1-DAILY,{'hulu': 1},,,,,,,,,,,1.0,,,,,,,,,,,
7566,23,ernie_omalley,2-FEW_TIMES_WEEK,"{'FX': 1, 'youtube': 1, 'amazon': 1}",,1.0,,1.0,,,,,,,,,,,,,,,1.0,,,
7567,33,simone_pryor,2-FEW_TIMES_WEEK,"{'amazon': 1, 'youtube': 1, 'fuboTV': 1}",,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,
7568,23,emanuel_bagwell,3-FEWER_THREE_PER_MONTH,"{'netflix': 1, 'FX': 1, 'youtube': 1, 'Discovery+': 1}",1.0,,,1.0,,,1.0,,,,,,,,,,,,1.0,,,
7569,25,corrie_ziegler,2-FEW_TIMES_WEEK,{'hulu': 1},,,,,,,,,,,1.0,,,,,,,,,,,
7570,71,jaclyn_monaghan,1-DAILY,{'youtube': 1},,,,1.0,,,,,,,,,,,,,,,,,,
7571,32,agatha_correa,2-FEW_TIMES_WEEK,"{'amazon': 1, 'youtube': 1}",,1.0,,1.0,,,,,,,,,,,,,,,,,,
7572,46,penny_pence,3-FEWER_THREE_PER_MONTH,"{'hulu': 1, 'amazon': 1}",,1.0,,,,,,,,,1.0,,,,,,,,,,,
7573,40,lynwood_bryant,1-DAILY,{'youtube': 1},,,,1.0,,,,,,,,,,,,,,,,,,
7574,29,shad_hermann,3-FEWER_THREE_PER_MONTH,"{'hulu': 1, 'youtube': 1, 'IMDb TV': 1}",,,,1.0,,,,,,,1.0,,,,,,,1.0,,,,
7575,36,norman_franz,1-DAILY,"{'netflix': 1, 'amazon': 1, 'youtube': 1}",1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,
7576,54,blanche_dupuis,3-FEWER_THREE_PER_MONTH,"{'youtube': 1, 'Peacock': 1}",,,,1.0,,,,,,,,,,,,,,,,,,1.0
7577,18,glenn_stoll,1-DAILY,"{'fuboTV': 1, 'netflix': 1}",1.0,,,,1.0,,,,,,,,,,,,,,,,,
7578,29,felipe_lock,1-DAILY,"{'netflix': 1, 'hulu': 1}",1.0,,,,,,,,,,1.0,,,,,,,,,,,
7579,32,lamont_harry,3-FEWER_THREE_PER_MONTH,"{'youtube': 1, 'amazon': 1}",,1.0,,1.0,,,,,,,,,,,,,,,,,,
7580,68,vivian_creel,3-FEWER_THREE_PER_MONTH,{'amazon': 1},,1.0,,,,,,,,,,,,,,,,,,,,
7581,78,quincy_durkin,2-FEW_TIMES_WEEK,{'youtube': 1},,,,1.0,,,,,,,,,,,,,,,,,,
7582,26,sophia_parnell,1-DAILY,"{'netflix': 1, 'HBO MAX': 1, 'IMDb TV': 1}",1.0,,,,,,,,,,,,,,1.0,,,1.0,,,,
7583,34,shelby_arndt,1-DAILY,"{'hulu': 1, 'youtube': 1}",,,,1.0,,,,,,,1.0,,,,,,,,,,,
7584,43,shelby_bundy,1-DAILY,"{'amazon': 1, 'hulu': 1, 'netflix': 1}",1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,
7585,69,dena_fort,1-DAILY,{'Philo': 1},,,,,,,,,,,,1.0,,,,,,,,,,
7587,43,roderick_walls,2-FEW_TIMES_WEEK,{'youtube': 1},,,,1.0,,,,,,,,,,,,,,,,,,
7588,31,lottie_ham,2-FEW_TIMES_WEEK,"{'youtube': 1, 'hulu': 1}",,,,1.0,,,,,,,1.0,,,,,,,,,,,
7589,56,joaquin_falk,3-FEWER_THREE_PER_MONTH,{'Showtime': 1},,,1.0,,,,,,,,,,,,,,,,,,,
7590,23,aletha_sams,1-DAILY,"{'youtube': 1, 'netflix': 1, 'Showtime': 1}",1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,
7591,22,nelda_gatlin,2-FEW_TIMES_WEEK,"{'hulu': 1, 'PlutoTV': 1, 'amazon': 1}",,1.0,,,,,,,,,1.0,,,1.0,,,,,,,,
7592,71,arron_naylor,1-DAILY,{'youtube': 1},,,,1.0,,,,,,,,,,,,,,,,,,
7593,22,christopher_abel,1-DAILY,"{'Philo': 1, 'hulu': 1}",,,,,,,,,,,1.0,1.0,,,,,,,,,,
7594,43,roselyn_matthews,1-DAILY,{'Discovery+': 1},,,,,,,1.0,,,,,,,,,,,,,,,
7595,23,sang_fultz,3-FEWER_THREE_PER_MONTH,"{'netflix': 1, 'hulu': 1, 'youtube': 1}",1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,
7596,18,lorri_goodrich,1-DAILY,"{'Showtime': 1, 'amazon': 1, 'hulu': 1}",,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,
7597,37,omer_oaks,3-FEWER_THREE_PER_MONTH,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
7598,71,rosemarie_anaya,3-FEWER_THREE_PER_MONTH,{'Showtime': 1},,,1.0,,,,,,,,,,,,,,,,,,,
7599,50,colin_lattimore,3-FEWER_THREE_PER_MONTH,{'FOX': 1},,,,,,,,,,,,,1.0,,,,,,,,,
7600,36,alphonso_harbin,2-FEW_TIMES_WEEK,{'hulu': 1},,,,,,,,,,,1.0,,,,,,,,,,,
7601,37,essie_marquez,3-FEWER_THREE_PER_MONTH,"{'hulu': 1, 'Philo': 1, 'netflix': 1}",1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,
7602,76,ima_vitale,3-FEWER_THREE_PER_MONTH,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
7603,71,darcy_chavez,2-FEW_TIMES_WEEK,{'CBS All Access': 1},,,,,,,,1.0,,,,,,,,,,,,,,
7604,49,gayla_whitley,2-FEW_TIMES_WEEK,"{'netflix': 1, 'CBS All Access': 1, 'youtube': 1}",1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,
7605,53,harvey_aldridge,1-DAILY,"{'netflix': 1, 'Showtime': 1}",1.0,,1.0,,,,,,,,,,,,,,,,,,,
7607,59,truman_blankenship,2-FEW_TIMES_WEEK,{'Apple TV+': 1},,,,,,,,,,1.0,,,,,,,,,,,,
7609,47,maryellen_poindexter,3-FEWER_THREE_PER_MONTH,{'fuboTV': 1},,,,,1.0,,,,,,,,,,,,,,,,,
7610,23,eugenio_holland,2-FEW_TIMES_WEEK,"{'youtube': 1, 'amazon': 1}",,1.0,,1.0,,,,,,,,,,,,,,,,,,
7611,70,katheryn_lanier,2-FEW_TIMES_WEEK,"{'amazon': 1, 'NBC': 1}",,1.0,,,,,,,,,,,,,,,,,,,1.0,
7612,78,reid_clements,3-FEWER_THREE_PER_MONTH,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
7613,37,christian_crowder,1-DAILY,{'Starz': 1},,,,,,,,,,,,,,,,1.0,,,,,,
7614,58,rudolph_royer,1-DAILY,"{'amazon': 1, 'netflix': 1}",1.0,1.0,,,,,,,,,,,,,,,,,,,,
7615,24,kari_keck,2-FEW_TIMES_WEEK,"{'hulu': 1, 'youtube': 1, 'netflix': 1}",1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,
7616,24,mae_pitcher,2-FEW_TIMES_WEEK,"{'hulu': 1, 'netflix': 1}",1.0,,,,,,,,,,1.0,,,,,,,,,,,
7617,51,winnie_trammell,1-DAILY,"{'netflix': 1, 'Tubi': 1}",1.0,,,,,,,,,,,,,,,,,,,1.0,,
7618,34,brook_mckay,1-DAILY,"{'amazon': 1, 'hulu': 1}",,1.0,,,,,,,,,1.0,,,,,,,,,,,
7619,49,dudley_canada,2-FEW_TIMES_WEEK,"{'HBO MAX': 1, 'youtube': 1}",,,,1.0,,,,,,,,,,,1.0,,,,,,,
7620,38,gavin_ervin,3-FEWER_THREE_PER_MONTH,"{'youtube': 1, 'amazon': 1}",,1.0,,1.0,,,,,,,,,,,,,,,,,,
7621,21,damaris_gerber,3-FEWER_THREE_PER_MONTH,"{'Discovery+': 1, 'youtube': 1, 'Crackle': 1}",,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,
7622,25,adrian_contreras,2-FEW_TIMES_WEEK,"{'hulu': 1, 'amazon': 1, 'netflix': 1}",1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,
7623,67,scot_zuniga,2-FEW_TIMES_WEEK,{'PlutoTV': 1},,,,,,,,,,,,,,1.0,,,,,,,,
7624,33,teresita_grossman,2-FEW_TIMES_WEEK,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
7625,45,ashley_carrico,2-FEW_TIMES_WEEK,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
7626,52,gerard_fierro,1-DAILY,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
7627,37,tonya_erdmann,1-DAILY,{'Disney+': 1},,,,,,,,,,,,,,,,,1.0,,,,,
7628,54,carmen_maas,1-DAILY,"{'Disney+': 1, 'hulu': 1}",,,,,,,,,,,1.0,,,,,,1.0,,,,,
7630,67,chung_schneider,2-FEW_TIMES_WEEK,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
7631,40,jeremy_kowalski,3-FEWER_THREE_PER_MONTH,{'hulu': 1},,,,,,,,,,,1.0,,,,,,,,,,,
7632,19,darren_schmitz,1-DAILY,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
7633,47,monika_vela,1-DAILY,{'youtube': 1},,,,1.0,,,,,,,,,,,,,,,,,,
7634,45,alfonso_cary,1-DAILY,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
7635,72,ophelia_ralston,3-FEWER_THREE_PER_MONTH,{'fuboTV': 1},,,,,1.0,,,,,,,,,,,,,,,,,
7636,48,billie_cosgrove,1-DAILY,"{'hulu': 1, 'netflix': 1, 'fuboTV': 1}",1.0,,,,1.0,,,,,,1.0,,,,,,,,,,,
7637,19,danita_mcmichael,2-FEW_TIMES_WEEK,"{'youtube': 1, 'Disney+': 1}",,,,1.0,,,,,,,,,,,,,1.0,,,,,
7638,24,teodoro_medrano,1-DAILY,{'hulu': 1},,,,,,,,,,,1.0,,,,,,,,,,,
7640,22,jerald_elam,2-FEW_TIMES_WEEK,"{'youtube': 1, 'fuboTV': 1}",,,,1.0,1.0,,,,,,,,,,,,,,,,,
7641,42,leigh_brim,2-FEW_TIMES_WEEK,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
7643,66,catherine_valenzuela,1-DAILY,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
7644,58,sheree_montemayor,3-FEWER_THREE_PER_MONTH,"{'NBC': 1, 'youtube': 1, 'netflix': 1}",1.0,,,1.0,,,,,,,,,,,,,,,,,1.0,
7645,54,jaime_morgan,3-FEWER_THREE_PER_MONTH,{'hulu': 1},,,,,,,,,,,1.0,,,,,,,,,,,
7646,33,leopoldo_whalen,2-FEW_TIMES_WEEK,"{'hulu': 1, 'netflix': 1}",1.0,,,,,,,,,,1.0,,,,,,,,,,,
7647,55,granville_noble,1-DAILY,"{'netflix': 1, 'hulu': 1}",1.0,,,,,,,,,,1.0,,,,,,,,,,,
7648,23,leigh_asbury,1-DAILY,"{'Philo': 1, 'Showtime': 1, 'amazon': 1}",,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,
7649,72,javier_whittaker,1-DAILY,{'youtube': 1},,,,1.0,,,,,,,,,,,,,,,,,,
7650,23,alpha_jasso,1-DAILY,{'youtube': 1},,,,1.0,,,,,,,,,,,,,,,,,,
7651,26,coleman_keys,1-DAILY,{'Starz': 1},,,,,,,,,,,,,,,,1.0,,,,,,
7652,78,edythe_almond,3-FEWER_THREE_PER_MONTH,"{'youtube': 1, 'netflix': 1}",1.0,,,1.0,,,,,,,,,,,,,,,,,,
7653,63,opal_cason,2-FEW_TIMES_WEEK,"{'Crackle': 1, 'CBS All Access': 1}",,,,,,1.0,,1.0,,,,,,,,,,,,,,
7654,44,chester_childers,3-FEWER_THREE_PER_MONTH,{'amazon': 1},,1.0,,,,,,,,,,,,,,,,,,,,
7655,39,gregoria_greco,3-FEWER_THREE_PER_MONTH,"{'Starz': 1, 'youtube': 1}",,,,1.0,,,,,,,,,,,,1.0,,,,,,
7656,61,andy_carney,3-FEWER_THREE_PER_MONTH,{'youtube': 1},,,,1.0,,,,,,,,,,,,,,,,,,
7657,23,leland_ali,1-DAILY,"{'Philo': 1, 'netflix': 1}",1.0,,,,,,,,,,,1.0,,,,,,,,,,
7658,55,wilma_lane,2-FEW_TIMES_WEEK,{'youtube': 1},,,,1.0,,,,,,,,,,,,,,,,,,
7659,66,aline_gleason,1-DAILY,{'fuboTV': 1},,,,,1.0,,,,,,,,,,,,,,,,,
7661,27,cordell_devito,1-DAILY,"{'Philo': 1, 'Discovery+': 1}",,,,,,,1.0,,,,,1.0,,,,,,,,,,
7662,26,winford_gilchrist,1-DAILY,{'youtube': 1},,,,1.0,,,,,,,,,,,,,,,,,,
7663,65,jc_galvez,2-FEW_TIMES_WEEK,"{'youtube': 1, 'amazon': 1}",,1.0,,1.0,,,,,,,,,,,,,,,,,,
7664,48,mohammed_butterfield,2-FEW_TIMES_WEEK,{'youtube': 1},,,,1.0,,,,,,,,,,,,,,,,,,
7665,46,sonny_cooksey,1-DAILY,"{'netflix': 1, 'hulu': 1, 'CBS All Access': 1}",1.0,,,,,,,1.0,,,1.0,,,,,,,,,,,
7667,63,winfred_groff,2-FEW_TIMES_WEEK,{'amazon': 1},,1.0,,,,,,,,,,,,,,,,,,,,
7668,48,agnes_bible,1-DAILY,"{'Philo': 1, 'netflix': 1}",1.0,,,,,,,,,,,1.0,,,,,,,,,,
7669,55,jae_meadows,1-DAILY,{'CBS All Access': 1},,,,,,,,1.0,,,,,,,,,,,,,,
7670,77,amie_wentz,3-FEWER_THREE_PER_MONTH,{'youtube': 1},,,,1.0,,,,,,,,,,,,,,,,,,
7671,70,amos_barlow,3-FEWER_THREE_PER_MONTH,{'youtube': 1},,,,1.0,,,,,,,,,,,,,,,,,,
7672,25,brett_beamon,1-DAILY,"{'netflix': 1, 'HBO MAX': 1, 'hulu': 1}",1.0,,,,,,,,,,1.0,,,,1.0,,,,,,,
7673,20,chadwick_mathis,2-FEW_TIMES_WEEK,"{'youtube': 1, 'netflix': 1, 'amazon': 1}",1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,
7674,46,rigoberto_mason,2-FEW_TIMES_WEEK,{'youtube': 1},,,,1.0,,,,,,,,,,,,,,,,,,
7675,25,arron_lai,1-DAILY,"{'Disney+': 1, 'hulu': 1}",,,,,,,,,,,1.0,,,,,,1.0,,,,,
7676,42,tracey_carey,3-FEWER_THREE_PER_MONTH,{'FOX': 1},,,,,,,,,,,,,1.0,,,,,,,,,
7677,62,cecile_tanaka,3-FEWER_THREE_PER_MONTH,"{'FOX': 1, 'HBO MAX': 1}",,,,,,,,,,,,,1.0,,1.0,,,,,,,
7678,58,rita_cobbs,3-FEWER_THREE_PER_MONTH,"{'Disney+': 1, 'netflix': 1}",1.0,,,,,,,,,,,,,,,,1.0,,,,,
7680,52,joni_fanning,2-FEW_TIMES_WEEK,"{'hulu': 1, 'youtube': 1, 'Disney+': 1}",,,,1.0,,,,,,,1.0,,,,,,1.0,,,,,
7682,46,pedro_akins,1-DAILY,{'amazon': 1},,1.0,,,,,,,,,,,,,,,,,,,,
7683,69,conrad_nail,2-FEW_TIMES_WEEK,{'NBC': 1},,,,,,,,,,,,,,,,,,,,,1.0,
7684,71,dante_bickford,3-FEWER_THREE_PER_MONTH,{'Apple TV+': 1},,,,,,,,,,1.0,,,,,,,,,,,,
7685,24,kyla_sutton,1-DAILY,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
7686,53,kitty_hurt,2-FEW_TIMES_WEEK,{'youtube': 1},,,,1.0,,,,,,,,,,,,,,,,,,
7687,68,mohammad_curtin,2-FEW_TIMES_WEEK,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
7688,58,franklin_wampler,2-FEW_TIMES_WEEK,{'hulu': 1},,,,,,,,,,,1.0,,,,,,,,,,,
7689,53,reta_bruns,2-FEW_TIMES_WEEK,{'Showtime': 1},,,1.0,,,,,,,,,,,,,,,,,,,
7690,47,velma_stanley,1-DAILY,"{'netflix': 1, 'Showtime': 1}",1.0,,1.0,,,,,,,,,,,,,,,,,,,
7691,69,marcelo_blank,3-FEWER_THREE_PER_MONTH,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
7692,34,katrina_tate,1-DAILY,"{'netflix': 1, 'youtube': 1}",1.0,,,1.0,,,,,,,,,,,,,,,,,,
7693,31,rudolph_timmerman,1-DAILY,"{'youtube': 1, 'Peacock': 1}",,,,1.0,,,,,,,,,,,,,,,,,,1.0
7694,29,johnnie_mcneill,1-DAILY,"{'CBS All Access': 1, 'netflix': 1}",1.0,,,,,,,1.0,,,,,,,,,,,,,,
7695,42,casey_ratliff,2-FEW_TIMES_WEEK,{'youtube': 1},,,,1.0,,,,,,,,,,,,,,,,,,
7696,57,toby_nielson,1-DAILY,"{'amazon': 1, 'youtube': 1, 'netflix': 1}",1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,
7697,57,rosalia_machado,3-FEWER_THREE_PER_MONTH,"{'Tubi': 1, 'Philo': 1, 'CBS All Access': 1}",,,,,,,,1.0,,,,1.0,,,,,,,,1.0,,
7699,44,ulysses_thorton,2-FEW_TIMES_WEEK,{'youtube': 1},,,,1.0,,,,,,,,,,,,,,,,,,
7700,27,cori_swartz,1-DAILY,"{'Rent or Buy': 1, 'youtube': 1, 'IMDb TV': 1}",,,,1.0,,,,,1.0,,,,,,,,,1.0,,,,
7701,63,darlene_ritchie,2-FEW_TIMES_WEEK,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
